Time,Signal1,Signal2,Replicate,Expression
0,0,0,1,2.72870338285186
0,0,0,2,2.72051932677226
0,0,0,3,2.81616220057972
0,0,0,4,2.71592369596841
0,0,0,5,2.87667829014993
0,0,0.01,1,2.8979320413751
0,0,0.01,2,2.81103222794296
0,0,0.01,3,2.82594760176539
0,0,0.01,4,2.87693436332372
0,0,0.01,5,2.88781204291677
0,0,0.02,1,3.00651468025139
0,0,0.02,2,2.95783794505392
0,0,0.02,3,2.87823962127496
0,0,0.02,4,2.94333532339259
0,0,0.02,5,2.8475991537471
0,0,0.05,1,3.24012439259445
0,0,0.05,2,3.23985817145704
0,0,0.05,3,3.21260641512336
0,0,0.05,4,3.1439037503558
0,0,0.05,5,3.28477219485765
0,0,0.1,1,3.69626629993773
0,0,0.1,2,3.57304398753984
0,0,0.1,3,3.52792136636433
0,0,0.1,4,3.69744908108742
0,0,0.1,5,3.66876172480532
0,0,0.2,1,4.40046603157411
0,0,0.2,2,4.41976366706175
0,0,0.2,3,4.45861933621034
0,0,0.2,4,4.35938605755883
0,0,0.2,5,4.53396727043061
0,0,0.5,1,6.31735770339076
0,0,0.5,2,6.17768451229299
0,0,0.5,3,6.21194392119371
0,0,0.5,4,6.46264600740413
0,0,0.5,5,6.19231871684402
0,0,1,1,8.26029685497009
0,0,1,2,8.63419355691425
0,0,1,3,8.49317807546151
0,0,1,4,8.81121642329624
0,0,1,5,8.39407314787249
0,0,2,1,11.1058032732026
0,0,2,2,10.9616188160001
0,0,2,3,11.0606678650756
0,0,2,4,10.6172090057335
0,0,2,5,11.0206194841775
0,0,5,1,14.1650903258443
0,0,5,2,13.9505504960739
0,0,5,3,13.8517811091911
0,0,5,4,13.959378503276
0,0,5,5,13.3691574936236
0,0.01,0,1,18.2283088927882
0,0.01,0,2,17.9082487933754
0,0.01,0,3,17.9824009280481
0,0.01,0,4,18.0194353384404
0,0.01,0,5,17.888565708942
0,0.01,0.01,1,78.7004554683541
0,0.01,0.01,2,74.8169041094621
0,0.01,0.01,3,76.4152143848839
0,0.01,0.01,4,78.1888737513482
0,0.01,0.01,5,76.5072612198261
0,0.01,0.02,1,80.4342255716836
0,0.01,0.02,2,76.8403149878413
0,0.01,0.02,3,79.9669938637736
0,0.01,0.02,4,81.1338357706763
0,0.01,0.02,5,75.8551946035196
0,0.01,0.05,1,81.1015864624692
0,0.01,0.05,2,79.4433101090442
0,0.01,0.05,3,79.8066955815083
0,0.01,0.05,4,82.4517705263002
